Word,Pos,N_meanings,N_synonyms,N_hypernyms,N_hyponyms,N_antonyms,Google_freq,Movie_freq,Movie_freq_pm,BlogFreq,BlogFreqPm,BlogCD,BlogCDPc,TwitterFreq,TwitterFreqPm,TwitterCD,TwitterCDPc,NewsFreq,NewsFreqPm,NewsCD,NewsCDPc.,Conc_M,N_unknown,N_participants,rt_correct_std,rt_zscore_correct_mean,rank_L2,rank_L1,diff_L1_L2,length_of_word,length_of_phonetics,num_of_syllables,num_of_morph,num_of_prefix,num_of_suff,total_pref_length,total_suff_length,pref_famsize,suff_famsize,level
agenda,noun,2,2,2,2,0,24005891,372,7.294117647,908,23.8121,841,0.0935,519,16.7537,512,0.0217,1021,28.9922,984,0.0974,2.66,0,29,497.1418179,-0.632416786,8485,13466,-4981,6,11,3,1,0,0,0,0,0,0,b2
agent,noun,6,3,6,5,0,57103658,5209,102.1372549,1858,48.7257,1551,0.1725,915,29.5369,891,0.0378,2781,78.969,2614,0.2587,3.61,0,28,657.3580646,-0.710952867,1918,3459,-1541,5,12,2,1,0,0,0,0,0,0,b1
aggression,noun,5,2,5,2,0,2539892,143,2.803921569,183,4.7991,176,0.0196,41,1.3235,40,0.0017,115,3.2655,114,0.0113,2.68,0,28,785.7527071,-0.508149496,4529,11111,-6582,10,10,3,2,0,1,0,3,0,1599,c1
aggressive,adjective,3,2,0,0,1,7345918,405,7.941176471,618,16.2069,598,0.0665,287,9.2646,282,0.0119,1441,40.9185,1393,0.1379,2.54,0,26,594.5025537,-0.64648404,2481,1973,508,10,10,3,2,0,1,0,3,0,580,b2
ago,adverb,1,0,0,0,0,98839705,14578,285.8431373,12303,322.644,11847,1.3174,6237,201.3352,6190,0.2623,13048,370.5098,12834,1.2704,1.42,2,26,623.896373,-0.539660676,3343,13634,-10291,3,8,2,1,0,0,0,0,0,0,a1
agree,verb,5,3,4,5,2,47500911,3299,64.68627451,2436,63.8837,2333,0.2594,6922,223.4475,6882,0.2916,2184,62.0167,2128,0.2106,2.31,0,26,395.751978,-0.770887695,594,6,588,5,8,2,1,0,0,0,0,0,0,a1
agreement,noun,6,5,6,6,2,111356320,887,17.39215686,1187,31.1289,1053,0.1171,393,12.6863,384,0.0163,3940,111.8799,3711,0.3673,2.22,0,27,515.6615344,-0.665336648,3817,711,3106,9,12,3,2,0,1,0,4,0,288,b1
agriculture,noun,4,3,4,1,0,29217130,56,1.098039216,388,10.1752,343,0.0381,67,2.1628,67,0.0028,710,20.1611,683,0.0676,3.67,0,27,791.1973516,-0.523696563,5586,3560,2026,11,15,4,2,0,0,0,0,0,0,b2
ahead,adverb,6,5,0,0,1,28375319,9061,177.6666667,3543,92.9146,3418,0.3801,2757,88.9981,2734,0.1158,4210,119.5468,4131,0.4089,3,0,27,564.3236539,-0.595165626,2473,234,2239,5,7,2,1,0,0,0,0,0,0,b1
aid,noun,6,4,4,3,0,50022454,604,11.84313725,1139,29.8701,1034,0.115,490,15.8176,481,0.0204,1997,56.7066,1849,0.183,3.1,0,29,626.4879633,-0.542304597,6194,8508,-2314,3,7,1,1,0,0,0,0,0,0,b2
aid,verb,6,2,2,2,0,50022454,95,1.862745098,1139,29.8701,1034,0.115,490,15.8176,481,0.0204,1997,56.7066,1849,0.183,3.1,0,29,626.4879633,-0.542304597,6194,8508,-2314,3,7,1,1,0,0,0,0,0,0,b2
aide,noun,2,2,2,2,0,3306173,103,2.019607843,105,2.7536,97,0.0108,35,1.1298,33,0.0014,539,15.3054,524,0.0519,3.59,0,29,680.260177,-0.157211946,37228,20295,16933,4,7,1,1,0,0,0,0,0,0,c1
aim,noun,11,3,4,3,0,28951240,240,4.705882353,810,21.2421,776,0.0863,503,16.2372,483,0.0205,494,14.0276,487,0.0482,3.27,0,30,490.6917918,-0.623384149,6814,8143,-1329,3,7,1,1,0,0,0,0,0,0,b1
aim,verb,11,6,7,3,0,28951240,503,9.862745098,810,21.2421,776,0.0863,503,16.2372,483,0.0205,494,14.0276,487,0.0482,3.27,0,30,490.6917918,-0.623384149,6814,8143,-1329,3,7,1,1,0,0,0,0,0,0,b1
air,noun,15,6,9,6,0,160850401,7043,138.0980392,5400,141.6141,4853,0.5396,3843,124.055,3763,0.1594,5854,166.2296,5360,0.5306,4.11,0,27,512.6068863,-0.736865761,841,178,663,3,6,1,1,0,0,0,0,0,0,a1
aircraft,noun,1,0,1,1,0,24745739,482,9.450980392,422,11.0669,347,0.0386,63,2.0337,62,0.0026,870,24.7044,804,0.0796,4.4,1,26,719.648123,-0.595548753,3192,2508,684,8,12,2,2,0,0,0,0,0,0,b2
airline,noun,2,2,2,0,0,18665709,331,6.490196078,308,8.0772,248,0.0276,213,6.8758,209,0.0089,1148,32.5985,1018,0.1008,4,0,30,657.4046698,-0.543038803,1047,4040,-2993,7,11,2,2,0,0,0,0,0,0,a2
airport,noun,1,1,1,1,0,67473261,1934,37.92156863,1220,31.9943,1066,0.1185,1865,60.2036,1820,0.0771,2816,79.9629,2470,0.2445,4.87,0,30,403.0513454,-0.728196792,58,4835,-4777,7,10,2,2,0,0,0,0,0,0,a1
alarm,noun,6,4,4,2,0,17059844,1294,25.37254902,592,15.5251,530,0.0589,852,27.5032,823,0.0349,466,13.2325,445,0.044,4.47,0,30,395.4943465,-0.785287402,2298,156,2142,5,8,2,1,0,0,0,0,0,0,b1
alarm,verb,6,2,2,2,0,17059844,226,4.431372549,592,15.5251,530,0.0589,852,27.5032,823,0.0349,466,13.2325,445,0.044,4.47,0,30,395.4943465,-0.785287402,2298,156,2142,5,8,2,1,0,0,0,0,0,0,b2
album,noun,2,1,2,2,0,77914316,522,10.23529412,3967,104.0339,2901,0.3226,4514,145.7154,4382,0.1857,2023,57.4449,1798,0.178,4.69,1,27,457.6370568,-0.73291253,2594,3521,-927,5,8,2,1,0,0,0,0,0,0,b1
alcohol,noun,2,1,2,2,0,25061615,844,16.54901961,1747,45.8148,1476,0.1641,881,28.4394,856,0.0363,1864,52.93,1713,0.1696,4.76,0,29,640.8757908,-0.670007398,846,2608,-1762,7,11,3,1,0,0,0,0,0,0,b1
alcoholic,adjective,3,1,0,0,1,3947219,92,1.803921569,317,8.3133,296,0.0329,170,5.4877,170,0.0072,204,5.7928,200,0.0198,3.37,0,30,718.4332603,-0.579219465,1473,11502,-10029,9,13,4,2,0,1,0,2,0,1014,b1
alert,adjective,8,1,0,0,1,32472727,559,10.96078431,530,13.8992,508,0.0565,949,30.6345,928,0.0393,641,18.2018,622,0.0616,2.59,0,27,468.2096199,-0.712337865,2022,6275,-4253,5,8,2,1,0,0,0,0,0,0,c1
alert,noun,8,3,3,2,0,32472727,91,1.784313725,530,13.8992,508,0.0565,949,30.6345,928,0.0393,641,18.2018,622,0.0616,2.59,0,27,468.2096199,-0.712337865,2022,6275,-4253,5,8,2,1,0,0,0,0,0,0,c1
alert,verb,8,1,1,1,0,32472727,401,7.862745098,530,13.8992,508,0.0565,949,30.6345,928,0.0393,641,18.2018,622,0.0616,2.59,0,27,468.2096199,-0.712337865,2022,6275,-4253,5,8,2,1,0,0,0,0,0,0,c1
alien,adjective,7,2,0,0,0,10490554,520,10.19607843,872,22.868,751,0.0835,315,10.1684,305,0.0129,191,5.4236,185,0.0183,3.52,0,27,490.970138,-0.68526393,5672,11602,-5930,5,11,2,1,0,0,0,0,0,0,c1
alien,noun,7,3,3,2,2,10490554,366,7.176470588,872,22.868,751,0.0835,315,10.1684,305,0.0129,191,5.4236,185,0.0183,3.52,0,27,490.970138,-0.68526393,5672,11602,-5930,5,11,2,1,0,0,0,0,0,0,b2
align,verb,4,3,4,3,1,5478643,34,0.666666667,146,3.8288,143,0.0159,83,2.6793,83,0.0035,88,2.4988,88,0.0087,2.79,0,28,789.7057545,-0.525846091,12467,11359,1108,5,9,2,2,1,0,1,0,309,0,c1
alignment,noun,4,2,4,4,1,7454436,66,1.294117647,118,3.0945,110,0.0122,83,2.6793,82,0.0035,113,3.2087,111,0.011,3.26,0,31,947.4408449,-0.392827674,13296,11650,1646,9,13,3,3,1,1,1,4,309,288,c1
alike,adjective,2,1,0,0,1,6220739,157,3.078431373,582,15.2628,573,0.0637,417,13.4611,409,0.0173,498,14.1412,486,0.0481,2.38,0,29,387.2694723,-0.639997278,7922,2398,5524,5,9,2,2,1,0,1,0,309,0,c1
alike,adverb,2,1,0,0,0,6220739,424,8.31372549,582,15.2628,573,0.0637,417,13.4611,409,0.0173,498,14.1412,486,0.0481,2.38,0,29,387.2694723,-0.639997278,7922,2398,5524,5,9,2,2,1,0,1,0,309,0,c1
alive,adjective,7,2,0,0,2,16064787,7874,154.3921569,2212,58.0093,2111,0.2347,2326,75.0851,2275,0.0964,1356,38.5048,1334,0.132,3.14,0,28,365.3580412,-0.703319323,1575,7388,-5813,5,9,2,2,1,0,1,0,309,0,a2
all,adverb,3,1,0,0,1,2022459848,97871,1919.039216,144977,3801.9964,117830,13.1026,125737,4058.8875,120051,5.0866,66036,1875.1521,60832,6.0215,2.27,0,30,411.9877181,-0.762576747,1216,6952,-5736,3,6,1,1,0,0,0,0,0,0,a2
all,determiner,3,0,0,0,0,2022459848,162254,3181.45098,144977,3801.9964,117830,13.1026,125737,4058.8875,120051,5.0866,66036,1875.1521,60832,6.0215,2.27,0,30,411.9877181,-0.762576747,1216,6952,-5736,3,6,1,1,0,0,0,0,0,0,a1
allegation,noun,2,1,2,2,0,1284509,27,0.529411765,77,2.0193,75,0.0083,5,0.1614,5,0.0002,231,6.5595,227,0.0225,1.79,0,28,669.1735249,-0.39868886,21185,17193,3992,10,14,4,3,0,2,0,6,0,2536,c1
allege,verb,1,1,1,1,0,633028,11,0.215686275,28,0.7343,28,0.0031,2,0.0646,2,0.0001,222,6.3039,216,0.0214,1.76,2,27,1060.422628,0.103184846,37280,35568,1712,6,9,2,1,0,0,0,0,0,0,c1
alliance,noun,5,4,5,2,1,22666723,471,9.235294118,478,12.5355,443,0.0493,242,7.8119,239,0.0101,953,27.0613,910,0.0901,2.5,0,30,490.529892,-0.629588951,6240,8639,-2399,8,12,3,2,0,1,0,4,0,323,c1
allocate,verb,1,1,1,1,0,3019079,8,0.156862745,39,1.0228,38,0.0042,12,0.3874,11,0.0005,76,2.1581,75,0.0074,2.38,1,25,632.516257,-0.502872587,12666,9379,3287,8,12,3,3,1,1,1,3,309,937,c1
allocation,noun,3,3,3,2,0,11756315,10,0.196078431,77,2.0193,74,0.0082,42,1.3558,42,0.0018,106,3.01,104,0.0103,2.32,0,28,802.5643214,-0.44940665,11776,16904,-5128,10,14,4,4,1,2,1,6,309,2536,c1
allow,verb,10,9,7,4,3,67052567,2259,44.29411765,4296,112.6618,4121,0.4583,1246,40.2218,1238,0.0525,4666,132.4953,4559,0.4513,2.41,0,29,721.4857045,-0.685431873,1971,11579,-9608,5,8,2,1,0,0,0,0,0,0,a2
allowance,noun,7,3,6,4,0,6163760,265,5.196078431,237,6.2153,207,0.023,40,1.2912,40,0.0017,148,4.2026,141,0.014,3.07,0,27,767.0077438,-0.458179725,8133,5793,2340,9,11,3,2,0,1,0,4,0,323,c1
almost,adverb,1,1,0,0,0,66395121,9845,193.0392157,12188,319.6282,11679,1.2987,9000,290.527,8867,0.3757,7707,218.8472,7547,0.747,1.66,0,29,295.8358871,-0.735774924,810,2993,-2183,6,12,2,1,0,0,0,0,0,0,a2
alone,adjective,6,3,0,0,0,39326417,9585,187.9411765,5712,149.7962,5420,0.6027,4039,130.382,3936,0.1668,2900,82.3481,2860,0.2831,2.86,0,28,387.0730487,-0.758882925,233,5636,-5403,5,9,2,1,0,0,0,0,0,0,a2
alone,adverb,6,2,0,0,0,39326417,5945,116.5686275,5712,149.7962,5420,0.6027,4039,130.382,3936,0.1668,2900,82.3481,2860,0.2831,2.86,0,28,387.0730487,-0.758882925,233,5636,-5403,5,9,2,1,0,0,0,0,0,0,a2
along,adverb,1,1,0,0,0,83444756,6659,130.5686275,12573,329.7247,11958,1.3297,3623,116.9532,3607,0.1528,10989,312.0426,10734,1.0625,2.14,1,29,507.4815374,-0.651070036,1470,9394,-7924,5,7,2,1,0,0,0,0,0,0,a2
along,preposition,1,0,0,0,0,83444756,2672,52.39215686,12573,329.7247,11958,1.3297,3623,116.9532,3607,0.1528,10989,312.0426,10734,1.0625,2.14,1,29,507.4815374,-0.651070036,1470,9394,-7924,5,7,2,1,0,0,0,0,0,0,a2
alongside,preposition,1,0,0,0,0,4743589,111,2.176470588,861,22.5796,851,0.0946,132,4.2611,132,0.0056,933,26.4934,930,0.0921,2.82,0,28,708.5019438,-0.365663351,8093,17228,-9135,9,12,3,2,0,0,0,0,0,0,b2
already,adverb,1,0,0,0,0,108324565,16234,318.3137255,13623,357.2608,12960,1.4411,14496,467.9421,14399,0.6101,10826,307.4141,10633,1.0525,1.64,0,25,385.1160638,-0.703667151,996,3267,-2271,7,10,3,1,0,0,0,0,0,0,a2
also,adverb,1,1,0,0,0,616829742,10523,206.3333333,55335,1451.1507,50059,5.5665,16322,526.8868,16170,0.6851,58762,1668.6002,56617,5.6043,1.83,2,26,532.2152655,-0.776570468,3791,133,3658,4,9,2,1,0,0,0,0,0,0,a1
alter,verb,5,4,3,3,0,7831337,213,4.176470588,470,12.3257,444,0.0494,190,6.1333,183,0.0078,354,10.0522,348,0.0344,3.07,0,30,810.3386225,-0.371038372,10838,10753,85,5,7,2,1,0,0,0,0,0,0,b2
altogether,adverb,4,3,0,0,1,4070166,327,6.411764706,575,15.0793,571,0.0635,65,2.0983,64,0.0027,396,11.2448,395,0.0391,2.36,0,25,862.5595064,-0.255994768,15139,17997,-2858,10,13,4,1,0,0,0,0,0,0,b2
always,adverb,2,3,0,0,1,127634767,33384,654.5882353,26646,698.7867,23767,2.6429,29268,944.7936,28482,1.2068,12118,344.1016,11375,1.126,1.71,0,28,395.382956,-0.734555829,842,8768,-7926,6,11,2,1,0,0,0,0,0,0,a1
amateur,adjective,4,2,0,0,0,42265916,190,3.725490196,421,11.0407,366,0.0407,180,5.8105,179,0.0076,401,11.3868,380,0.0376,2.31,0,26,602.8854393,-0.624941459,3506,7725,-4219,7,8,3,1,0,0,0,0,0,0,c1
amateur,noun,4,0,2,2,1,42265916,144,2.823529412,421,11.0407,366,0.0407,180,5.8105,179,0.0076,401,11.3868,380,0.0376,2.31,0,26,602.8854393,-0.624941459,3506,7725,-4219,7,8,3,1,0,0,0,0,0,0,c1
amazed,adjective,1,1,0,0,0,3077159,213,4.176470588,778,20.4029,765,0.0851,511,16.4955,511,0.0217,207,5.878,207,0.0205,1.52,0,27,399.9564012,-0.646585488,8316,9597,-1281,6,10,2,1,0,0,0,0,0,0,b1
amazing,adjective,2,2,0,0,0,26630190,4140,81.17647059,7556,198.1548,7100,0.7895,19548,631.0245,19161,0.8119,1805,51.2546,1742,0.1724,1.55,0,29,361.6560885,-0.814616864,9,4226,-4217,7,11,3,1,0,0,0,0,0,0,a1
ambassador,noun,2,1,2,1,0,6071252,636,12.47058824,255,6.6873,237,0.0264,171,5.52,166,0.007,444,12.6078,427,0.0423,4.28,0,29,597.2950212,-0.531360192,11050,11902,-852,10,11,4,2,0,1,0,2,0,289,c1
ambition,noun,3,2,2,2,0,2592749,273,5.352941176,285,7.4741,279,0.031,203,6.553,199,0.0084,198,5.6224,196,0.0194,1.74,0,27,533.7831623,-0.604661287,2513,760,1753,8,10,3,2,0,1,0,3,0,1599,b1
ambitious,adjective,2,1,0,0,1,3292680,242,4.745098039,353,9.2574,345,0.0384,122,3.9383,122,0.0052,603,17.1227,595,0.0589,1.81,0,27,562.1206391,-0.541011686,4366,1869,2497,9,10,3,2,0,1,0,4,0,617,b1
ambulance,noun,1,0,1,1,0,4363682,1142,22.39215686,268,7.0283,226,0.0251,95,3.0667,95,0.004,473,13.4313,431,0.0427,4.81,0,26,711.8065481,-0.589649887,1848,9155,-7307,9,12,3,2,0,1,0,4,0,323,b2
amend,verb,3,2,3,1,1,7806844,38,0.745098039,74,1.9406,72,0.008,51,1.6463,50,0.0021,164,4.6569,161,0.0159,2.32,0,28,664.9113524,-0.370781457,24088,16934,7154,5,8,2,1,0,0,0,0,0,0,c1
amendment,noun,2,0,2,0,0,28151500,209,4.098039216,541,14.1876,465,0.0517,374,12.073,364,0.0154,1519,43.1334,1376,0.1362,2.44,0,25,620.0840571,-0.215940804,21407,7502,13905,9,12,3,2,0,1,0,4,0,288,c1
amount,noun,6,3,4,4,0,92039679,1258,24.66666667,4732,124.0959,4504,0.5008,1289,41.6099,1264,0.0536,4092,116.196,3951,0.3911,2.74,0,31,521.9900979,-0.655850193,4358,10710,-6352,6,10,2,2,1,0,1,0,309,0,a2
amount,verb,6,2,2,3,0,92039679,3,0.058823529,4732,124.0959,4504,0.5008,1289,41.6099,1264,0.0536,4092,116.196,3951,0.3911,2.74,0,31,521.9900979,-0.655850193,4358,10710,-6352,6,10,2,2,1,0,1,0,309,0,b2
amusing,adjective,2,2,0,0,0,2419640,448,8.784313725,441,11.5651,430,0.0478,179,5.7783,179,0.0076,145,4.1174,144,0.0143,2.14,0,28,690.4504482,-0.452055605,14732,4139,10593,7,11,3,1,0,0,0,0,0,0,b2
analogy,noun,3,1,3,0,1,2263449,58,1.137254902,299,7.8412,275,0.0306,153,4.939,151,0.0064,85,2.4137,80,0.0079,1.61,0,28,657.7187397,-0.567428145,5826,10239,-4413,7,12,4,2,0,1,0,1,0,2486,c1
analysis,noun,6,2,6,4,1,124949540,562,11.01960784,1245,32.6499,1152,0.1281,641,20.692,626,0.0265,1685,47.8471,1633,0.1616,2.56,0,27,552.195861,-0.622553682,1229,7876,-6647,8,12,4,1,0,0,0,0,0,0,b1
analyst,noun,3,1,3,2,0,16918240,177,3.470588235,182,4.7729,171,0.019,251,8.1025,242,0.0103,1809,51.3682,1789,0.1771,4.23,0,30,614.3048647,-0.482336883,5725,4169,1556,7,11,3,1,0,0,0,0,0,0,b2
ancestor,noun,1,1,1,1,1,1985344,86,1.68627451,95,2.4914,91,0.0101,19,0.6133,19,0.0008,22,0.6247,22,0.0022,3.24,0,25,720.1690429,-0.477800817,13764,11392,2372,8,10,3,1,0,0,0,0,0,0,b2
anchor,noun,5,3,3,1,0,8633382,343,6.725490196,320,8.3919,291,0.0324,249,8.0379,244,0.0103,569,16.1573,540,0.0535,4.77,0,30,538.757541,-0.541696716,12519,10629,1890,6,7,2,1,0,0,0,0,0,0,c1
ancient,adjective,4,0,0,0,0,23226415,1102,21.60784314,1718,45.0542,1570,0.1746,330,10.6527,324,0.0137,610,17.3215,589,0.0583,2.04,0,28,571.2397627,-0.596288933,4498,13880,-9382,7,11,2,1,0,0,0,0,0,0,a2
angel,noun,4,3,3,2,0,25294123,3828,75.05882353,1303,34.1709,1127,0.1253,972,31.3769,938,0.0397,649,18.4289,605,0.0599,3.82,0,28,556.088544,-0.683084383,282,10201,-9919,5,13,2,1,0,0,0,0,0,0,c1
anger,noun,5,3,3,2,0,7991036,804,15.76470588,1453,38.1047,1281,0.1424,657,21.2085,626,0.0265,837,23.7674,811,0.0803,2.41,0,29,569.7917415,-0.701139865,7096,7615,-519,5,7,2,1,0,0,0,0,0,0,b2
angle,noun,8,2,3,1,0,17016075,733,14.37254902,668,17.5182,632,0.0703,248,8.0056,245,0.0104,313,8.8879,307,0.0304,3.5,0,30,596.5828989,-0.601487999,3700,7627,-3927,5,9,2,1,0,0,0,0,0,0,b2
angry,adjective,3,1,0,0,1,9267505,3001,58.84313725,1950,51.1384,1744,0.1939,1375,44.3861,1341,0.0568,1099,31.2071,1046,0.1035,2.53,0,30,591.7880649,-0.693976316,1053,3520,-2467,5,8,2,1,0,0,0,0,0,0,a1
animal,noun,3,1,1,1,0,62566660,2312,45.33333333,2082,54.6001,1820,0.2024,1081,34.8955,1056,0.0447,2011,57.1042,1818,0.18,4.61,0,31,381.2069367,-0.75444607,247,2341,-2094,6,10,3,1,0,0,0,0,0,0,a1
animation,noun,6,5,6,2,0,17219873,61,1.196078431,332,8.7066,300,0.0334,169,5.4555,163,0.0069,241,6.8434,218,0.0216,3.41,0,27,395.8072239,-0.67300631,983,1426,-443,9,14,4,3,0,2,0,6,0,2536,b2
ankle,noun,1,1,1,0,0,4146793,409,8.019607843,300,7.8674,264,0.0294,441,14.2358,425,0.018,940,26.6922,876,0.0867,4.81,0,27,612.1793199,-0.571597249,7781,6149,1632,5,9,2,1,0,0,0,0,0,0,a2
anniversary,noun,1,1,1,1,0,18734145,931,18.25490196,1376,36.0854,1273,0.1416,1490,48.0984,1467,0.0622,1405,39.8962,1368,0.1354,3.15,0,27,805.9901248,-0.430245943,2667,9215,-6548,11,15,5,1,0,0,0,0,0,0,b2
announce,verb,4,3,4,2,0,11583296,498,9.764705882,758,19.8784,741,0.0824,1053,33.9917,1050,0.0445,775,22.0068,766,0.0758,3.31,0,29,673.4342666,-0.457125553,5482,2795,2687,8,10,2,1,0,0,0,0,0,0,b1
annoy,verb,1,1,1,1,0,1497815,127,2.490196078,126,3.3043,123,0.0137,285,9.2,283,0.012,16,0.4543,16,0.0016,1.93,0,29,604.3024222,-0.545214741,11917,9184,2733,5,8,2,1,0,0,0,0,0,0,b1
annoying,adjective,2,1,0,0,0,5548132,519,10.17647059,930,24.3891,899,0.1,2571,82.9939,2537,0.1075,203,5.7644,201,0.0199,2.31,0,26,492.9823351,-0.617506254,4946,221,4725,8,10,3,1,0,0,0,0,0,0,b1
annual,adjective,4,1,0,0,1,85043687,364,7.137254902,1661,43.5594,1598,0.1777,1681,54.264,1671,0.0708,5718,162.3678,5562,0.5506,1.78,0,27,593.7283113,-0.608338816,3882,1565,2317,6,11,3,2,0,1,0,2,0,1431,b2
annually,adverb,2,2,0,0,0,9528962,25,0.490196078,236,6.1891,233,0.0259,62,2.0014,62,0.0026,1134,32.201,1112,0.1101,2.77,0,30,709.7012352,-0.528712224,3949,4394,-445,8,12,4,3,0,2,0,4,0,4329,b2
anonymous,adjective,2,1,0,0,1,32563033,429,8.411764706,475,12.4568,447,0.0497,393,12.6863,390,0.0165,568,16.1289,556,0.055,2.03,0,29,526.7472746,-0.563884462,3271,2604,667,9,11,4,3,1,1,1,4,309,617,c1
another,determiner,1,0,0,0,0,192535750,25397,497.9803922,27962,733.2985,25871,2.8768,16893,545.3191,16432,0.6962,22222,631.0138,21472,2.1254,2.69,1,30,543.4771378,-0.678367188,462,4350,-3888,7,8,3,1,0,0,0,0,0,0,a1
another,pronoun,1,0,0,0,0,192535750,530,10.39215686,27962,733.2985,25871,2.8768,16893,545.3191,16432,0.6962,22222,631.0138,21472,2.1254,2.69,1,30,543.4771378,-0.678367188,462,4350,-3888,7,8,3,1,0,0,0,0,0,0,a1
answer,noun,15,2,5,4,1,64649558,4094,80.2745098,5510,144.4988,5090,0.566,4353,140.5182,4246,0.1799,3404,96.6597,3279,0.3246,2.89,0,28,607.5368841,-0.752784555,480,2104,-1624,6,8,2,1,0,0,0,0,0,0,a1
answer,verb,15,3,10,2,0,64649558,4857,95.23529412,5510,144.4988,5090,0.566,4353,140.5182,4246,0.1799,3404,96.6597,3279,0.3246,2.89,0,28,607.5368841,-0.752784555,480,2104,-1624,6,8,2,1,0,0,0,0,0,0,a1
anticipate,verb,6,5,6,3,0,2892087,129,2.529411765,218,5.717,213,0.0237,89,2.873,89,0.0038,321,9.1151,320,0.0317,1.54,0,26,676.9299007,-0.344989442,6473,4567,1906,10,15,4,1,0,0,0,0,0,0,b2
anxiety,noun,2,1,2,2,0,9539030,346,6.784313725,974,25.543,880,0.0979,393,12.6863,382,0.0162,489,13.8856,472,0.0467,2.21,0,28,651.318394,-0.584549725,7630,11972,-4342,7,13,4,2,0,1,0,3,0,580,b2
anxious,adjective,2,2,0,0,0,2984563,720,14.11764706,647,16.9675,619,0.0688,335,10.8141,327,0.0139,314,8.9163,310,0.0307,1.68,1,29,689.1257283,-0.584509778,8393,11934,-3541,7,8,2,2,0,1,0,4,0,617,b2
any,adverb,1,0,0,0,0,710741293,1604,31.45098039,39751,1042.463,36085,4.0126,27161,876.7781,26606,1.1273,26159,742.8085,24687,2.4437,1.72,0,29,260.2137866,-0.762374952,2543,7793,-5250,3,6,2,1,0,0,0,0,0,0,a2
any,determiner,1,0,0,0,0,710741293,54395,1066.568627,39751,1042.463,36085,4.0126,27161,876.7781,26606,1.1273,26159,742.8085,24687,2.4437,1.72,0,29,260.2137866,-0.762374952,2543,7793,-5250,3,6,2,1,0,0,0,0,0,0,a1
anything,pronoun,1,0,0,0,0,75985266,45682,895.7254902,15106,396.1522,14266,1.5864,11781,380.2998,11632,0.4929,7275,206.5802,7060,0.6988,1.38,0,29,473.0801521,-0.69988954,2613,3908,-1295,8,10,3,2,0,0,0,0,0,0,a1
anyway,adverb,2,2,0,0,0,24005157,12133,237.9019608,6733,176.5717,6589,0.7327,2632,84.963,2629,0.1114,1187,33.7059,1181,0.1169,1.68,0,28,500.5677504,-0.682903289,145,14695,-14550,6,11,3,2,0,0,0,0,0,0,a2
anywhere,adverb,1,1,0,0,0,23947583,4495,88.1372549,2072,54.3378,2042,0.2271,1516,48.9377,1504,0.0637,1383,39.2715,1374,0.136,2.21,0,28,632.3901196,-0.617905497,186,9348,-9162,8,11,3,2,0,0,0,0,0,0,a2
apart,adverb,6,3,0,0,0,16507181,2146,42.07843137,2830,74.2163,2748,0.3056,1203,38.8338,1188,0.0503,1395,39.6123,1378,0.1364,3.15,0,26,519.7078154,-0.605897699,2336,8956,-6620,5,8,2,1,0,0,0,0,0,0,b1
apartment,noun,1,1,1,1,0,30771172,4230,82.94117647,1881,49.3289,1657,0.1843,1229,39.6731,1197,0.0507,2295,65.1686,2170,0.2148,4.9,0,29,816.0240505,-0.535504161,1855,1698,157,9,12,3,2,0,1,0,4,0,288,a1
apology,noun,3,2,3,0,0,2041402,802,15.7254902,331,8.6804,308,0.0342,242,7.8119,237,0.01,349,9.9102,337,0.0334,2.86,0,28,555.58276,-0.612973104,3285,885,2400,7,12,4,2,0,1,0,1,0,2486,b2
apparatus,noun,2,1,2,2,0,5795626,77,1.509803922,135,3.5404,124,0.0138,19,0.6133,19,0.0008,82,2.3285,79,0.0078,3.78,0,23,771.59756,-0.390149727,21623,8578,13045,9,14,4,1,0,0,0,0,0,0,c1
apparent,adjective,2,2,0,0,0,9650402,216,4.235294118,888,23.2876,872,0.097,151,4.8744,150,0.0064,911,25.8687,909,0.09,1.73,0,30,878.677763,-0.393669241,9263,10237,-974,8,10,3,2,0,1,0,3,0,464,b2
apparently,adverb,2,2,0,0,0,15815805,2412,47.29411765,3875,101.6212,3773,0.4196,2958,95.4865,2953,0.1251,2091,59.3758,2080,0.2059,1.75,0,28,647.6374257,-0.520493839,6050,7098,-1048,10,12,4,3,0,2,0,5,0,3362,b2
appeal,noun,9,3,4,3,0,27829479,422,8.274509804,1516,39.7568,1374,0.1528,369,11.9116,362,0.0153,2172,61.6759,2098,0.2077,1.73,0,30,570.3208512,-0.571594067,8176,9454,-1278,6,8,2,1,0,0,0,0,0,0,b2
appeal,verb,9,3,4,2,1,27829479,239,4.68627451,1516,39.7568,1374,0.1528,369,11.9116,362,0.0153,2172,61.6759,2098,0.2077,1.73,0,30,570.3208512,-0.571594067,8176,9454,-1278,6,8,2,1,0,0,0,0,0,0,b2
appealing,adjective,3,1,0,0,2,3480503,89,1.745098039,587,15.394,570,0.0634,141,4.5516,141,0.006,530,15.0498,521,0.0516,2.17,0,29,629.5419972,-0.560407075,8597,4247,4350,9,10,3,1,0,0,0,0,0,0,c1
appear,verb,6,4,4,4,2,42801104,1191,23.35294118,2424,63.569,2354,0.2618,665,21.4667,663,0.0281,2566,72.8639,2517,0.2491,3.13,0,30,423.101337,-0.686899144,3366,8573,-5207,6,8,2,1,0,0,0,0,0,0,a2
