Pos,N_meanings,N_Thesaurus,N_synonyms,N_hypernyms,N_hyponyms,N_antonyms,Google_freq,Movie_freq,Movie_freq_pm,BlogFreq,BlogFreqPm,BlogCD,BlogCDPc,TwitterFreq,TwitterFreqPm,TwitterCD,TwitterCDPc,NewsFreq,NewsFreqPm,NewsCD,NewsCDPc.,Conc_M,Conc_SD,Percent_known,N_unknown,N_participants,nobs,accuracy,rt_correct_mean,rt_correct_std,rt_zscore_correct_mean,rt_zscore_correct_std,rank_L2,nobs_L1,acc_L1,rank_L1,diff_L1_L2,length_of_word,length_of_phonetics,num_of_syllables,num_of_morph,num_of_prefix,num_of_roots,num_of_suff,total_pref_length,total_suff_length,pref_famsize,suff_famsize,root_famsize,level
verb,3,4,3,3,3,1,5961585,71,1.392156863,144,3.7764,140,0.0156,108,3.4863,105,0.0044,203,5.7644,200,0.0198,3.24,1.27,1,0,25,254,0.862204724,1018.136986,488.4328989,-0.568277755,0.582745579,12653,401,0.997506234,3096,9557,5,9,1,1,0,1,0,0,0,0,0,8,4
noun,2,4,2,2,0,0,6021111,202,3.960784314,66,1.7308,62,0.0069,118,3.8091,116,0.0049,712,20.2179,659,0.0652,2.34,1.37,1,0,29,257,0.719844358,1302.724324,912.6683732,-0.218968152,0.903599599,24215,365,0.98630137,14026,10189,6,10,2,2,0,1,1,0,2,0,2274,8,4
noun,3,3,2,2,0,1,6450895,150,2.941176471,316,8.287,298,0.0331,69,2.2274,68,0.0029,456,12.9485,429,0.0425,1.66,0.97,1,0,29,262,0.744274809,1126.882051,722.1333596,-0.486870563,0.624087888,22382,432,0.986111111,14102,8280,5,8,2,1,0,1,0,0,0,0,0,6,4
noun,8,5,4,6,3,0,7008727,2822,55.33333333,1854,48.6208,1775,0.1974,1904,61.4626,1868,0.0791,806,22.8871,790,0.0782,3.9,1.32,1,0,29,236,0.902542373,1013.023474,633.5100142,-0.603597579,0.614122128,9189,376,1,98,9091,4,6,1,1,0,1,0,0,0,0,0,6,2
noun,5,1,1,2,2,0,373081242,4667,91.50980392,3511,92.0754,3112,0.3461,4170,134.6108,4108,0.1741,3290,93.4225,3187,0.3155,3.97,1.25,1,0,31,256,0.98828125,1028.545455,776.7599033,-0.577325826,0.684960864,986,369,0.997289973,4365,-3379,7,10,2,1,0,1,0,0,0,0,0,1,0
noun,4,7,2,2,2,0,56181783,985,19.31372549,1932,50.6664,1615,0.1796,675,21.7895,650,0.0275,1363,38.7036,1268,0.1255,4.87,0.35,1,0,30,204,0.995098039,924.8374384,587.3034941,-0.695922788,0.606783736,420,419,0.997613365,2232,-1812,5,9,1,1,0,1,0,0,0,0,0,10,1
noun,1,4,0,1,1,0,2174119,199,3.901960784,382,10.0179,354,0.0394,178,5.746,177,0.0075,143,4.0606,142,0.0141,1.94,1.36,1,0,31,267,0.913857678,1079.262295,579.3243234,-0.521381613,0.616222432,8200,396,0.98989899,11651,-3451,8,11,3,2,1,1,0,4,0,15,0,6,3
noun,2,1,1,2,1,0,84399520,403,7.901960784,1676,43.9528,1518,0.1688,361,11.6534,356,0.0151,687,19.508,659,0.0652,2.41,1.43,1,0,29,225,0.968888889,958.5,686.5605135,-0.655227502,0.698675199,3142,391,0.99488491,6741,-3599,6,8,2,1,0,1,0,0,0,0,0,9,1
noun,2,2,1,2,1,0,11090402,33,0.647058824,115,3.0159,109,0.0121,40,1.2912,40,0.0017,90,2.5556,89,0.0088,1.76,0.74,1,0,29,264,0.920454545,1177.55144,553.1394326,-0.366747197,0.677083675,7644,438,0.993150685,7970,-326,11,16,5,3,0,2,1,0,1,0,2486,224,4
adjective,9,3,2,0,0,2,70164946,915,17.94117647,5649,148.144,5271,0.5861,3117,100.6192,3079,0.1305,5379,152.7416,5103,0.5051,3.69,1.37,1,0,29,241,0.991701245,949.3723849,547.087667,-0.698277525,0.457088489,646,387,0.997416021,3776,-3130,6,9,2,1,0,1,0,0,0,0,0,6,1
noun,9,3,2,4,2,2,70164946,3631,71.19607843,5649,148.144,5271,0.5861,3117,100.6192,3079,0.1305,5379,152.7416,5103,0.5051,3.69,1.37,1,0,29,241,0.991701245,949.3723849,547.087667,-0.698277525,0.457088489,646,387,0.997416021,3776,-3130,6,9,2,1,0,1,0,0,0,0,0,6,1
noun,1,2,0,1,0,0,11650394,1443,28.29411765,1179,30.9191,1126,0.1252,1584,51.1327,1569,0.0665,1052,29.8725,1026,0.1016,3.14,1.58,1,0,28,261,1,978.5977011,596.4540628,-0.647935873,0.512706698,97,425,1,556,-459,8,11,2,2,1,1,0,3,0,19,0,30,0
noun,1,3,1,1,0,0,3381410,174,3.411764706,760,19.9309,736,0.0818,134,4.3256,134,0.0057,416,11.8127,416,0.0412,2.33,1.24,1,0,27,287,0.620209059,1200.089888,863.4526036,-0.319424194,0.684269251,31339,427,0.983606557,15379,15960,5,8,1,1,0,1,0,0,0,0,0,2,4
noun,4,3,0,4,1,0,12442426,33,0.647058824,186,4.8778,175,0.0195,95,3.0667,94,0.004,177,5.0261,167,0.0165,3.55,1.35,1,0,29,269,0.970260223,1005.05364,459.2425756,-0.590698556,0.53868724,3008,393,0.997455471,3485,-477,9,15,3,3,0,1,2,0,6,0,2536,13,4
adjective,3,7,2,0,0,1,6825099,240,4.705882353,720,18.8819,686,0.0763,225,7.2632,222,0.0094,612,17.3783,603,0.0597,2.48,1.18,1,0,29,241,0.921161826,972.3423423,539.0381243,-0.631535713,0.513922515,7586,447,0.991051454,10494,-2908,4,9,1,1,0,1,0,0,0,0,0,5,2
noun,8,5,6,8,0,0,22178748,1095,21.47058824,1672,43.8479,1364,0.1517,1227,39.6085,1189,0.0504,1588,45.0927,1460,0.1445,3.63,1.42,1,0,27,252,0.956349206,1039.352697,683.1920332,-0.569796465,0.646744272,4409,404,0.997524752,2935,1474,4,8,1,1,0,1,0,0,0,0,0,4,0
adjective,4,3,3,0,0,0,1596979,35,0.68627451,150,3.9337,143,0.0159,40,1.2912,39,0.0017,158,4.4866,148,0.0146,2.62,1.29,1,0,29,257,0.828793774,1205.394366,688.6868242,-0.311840766,0.863453934,15512,399,0.984962406,14751,761,8,11,3,2,0,1,1,0,3,0,464,7,4
noun,4,3,1,1,1,0,1596979,10,0.196078431,150,3.9337,143,0.0159,40,1.2912,39,0.0017,158,4.4866,148,0.0146,2.62,1.29,1,0,29,257,0.828793774,1205.394366,688.6868242,-0.311840766,0.863453934,15512,399,0.984962406,14751,761,8,11,3,2,0,1,1,0,3,0,464,7,4
adjective,4,7,0,0,0,2,71229404,1968,38.58823529,2609,68.4206,2213,0.2461,739,23.8555,712,0.0302,4190,118.9788,3766,0.3728,4,1.13,1,0,31,241,0.987551867,911.2016807,327.4903311,-0.711284055,0.415110035,1088,402,0.997512438,3027,-1939,8,11,4,2,0,1,1,0,3,0,356,7,3
noun,4,7,1,1,1,0,71229404,135,2.647058824,2609,68.4206,2213,0.2461,739,23.8555,712,0.0302,4190,118.9788,3766,0.3728,4,1.13,1,0,31,241,0.987551867,911.2016807,327.4903311,-0.711284055,0.415110035,1088,402,0.997512438,3027,-1939,8,11,4,2,0,1,1,0,3,0,356,7,3
noun,2,5,1,2,1,0,1891032,115,2.254901961,101,2.6487,88,0.0098,18,0.5811,18,0.0008,82,2.3285,76,0.0075,4,1.2,1,0,30,285,0.701754386,1228.46,706.5213091,-0.345021563,0.63881055,25536,406,0.97044335,19819,5717,7,9,3,1,0,1,0,0,0,0,0,3,4
noun,7,5,1,3,3,0,20955909,2121,41.58823529,3378,88.5875,2742,0.3049,1380,44.5475,1310,0.0555,1470,41.742,1215,0.1203,4.92,0.39,0.998813559,7,5900,218,1,863.2477064,383.4257937,-0.748400603,0.505349185,46,425,1,9,37,4,7,1,1,0,1,0,0,0,0,0,13,0
noun,9,6,5,3,2,0,13658453,458,8.980392157,422,11.0669,352,0.0391,431,13.913,423,0.0179,772,21.9216,717,0.071,4.72,0.7,1,0,29,265,0.826415094,1128.086758,645.20537,-0.469623961,0.675596698,15721,374,0.997326203,4251,11470,4,6,1,1,0,1,0,0,0,0,0,20,4
noun,13,7,5,7,2,0,75393868,12457,244.254902,13109,343.7812,12237,1.3607,9701,313.1558,9462,0.4009,4012,113.9244,3928,0.3888,2.5,1.39,1,0,26,248,0.991935484,916.800813,509.3827607,-0.699805649,0.485420511,574,384,1,252,322,4,9,1,1,0,1,0,0,0,0,0,16,1
verb,13,7,4,6,4,1,75393868,12222,239.6470588,13109,343.7812,12237,1.3607,9701,313.1558,9462,0.4009,4012,113.9244,3928,0.3888,2.5,1.39,1,0,26,248,0.991935484,916.800813,509.3827607,-0.699805649,0.485420511,574,384,1,252,322,4,9,1,1,0,1,0,0,0,0,0,16,1
noun,4,1,0,2,2,0,28795477,2763,54.17647059,5055,132.5665,4827,0.5368,5858,189.1008,5751,0.2437,1096,31.1219,1025,0.1015,3.56,1.85,1,0,27,255,0.992156863,1033.193676,711.6178792,-0.623346375,0.58145185,521,432,0.997685185,1834,-1313,4,8,1,1,0,1,0,0,0,0,0,10,2
pronoun,4,1,0,0,0,0,28795477,9898,194.0784314,5055,132.5665,4827,0.5368,5858,189.1008,5751,0.2437,1096,31.1219,1025,0.1015,3.56,1.85,1,0,27,255,0.992156863,1033.193676,711.6178792,-0.623346375,0.58145185,521,432,0.997685185,1834,-1313,4,8,1,1,0,1,0,0,0,0,0,10,1
noun,1,5,1,1,1,0,2264812,74,1.450980392,54,1.4161,51,0.0057,31,1.0007,31,0.0013,166,4.7137,152,0.015,4.3,0.99,1,0,30,245,0.865306122,1190.207547,704.9352525,-0.417969242,0.650286744,12388,426,0.985915493,14177,-1789,5,9,2,2,0,1,1,0,2,0,2274,10,3
noun,4,2,0,1,1,0,10833061,134,2.62745098,216,5.6646,192,0.0214,61,1.9691,59,0.0025,217,6.1619,199,0.0197,4.41,0.95,1,0,29,270,0.988888889,950.6816479,436.2140691,-0.652892165,0.551863015,919,393,0.997455471,3478,-2559,7,11,3,1,0,1,0,0,0,0,0,6,3
adjective,1,7,1,0,0,1,11787905,109,2.137254902,491,12.8764,474,0.0527,117,3.7769,117,0.005,399,11.33,396,0.0392,2,1.13,0.966666667,1,30,270,0.985185185,1057.853383,655.9376618,-0.578294879,0.542422059,1341,369,0.989159892,12314,-10973,7,11,3,2,0,1,1,0,2,0,1431,6,4
adjective,3,7,1,0,0,1,50001652,190,3.725490196,976,25.5954,909,0.1011,295,9.5228,292,0.0124,1197,33.9899,1132,0.1121,2.25,1.4,1,0,28,260,0.973076923,1027.683794,712.0580019,-0.622308041,0.468122475,2723,426,0.995305164,5151,-2428,7,10,3,2,0,1,1,0,3,0,39,6,3
noun,3,7,1,2,1,2,50001652,225,4.411764706,976,25.5954,909,0.1011,295,9.5228,292,0.0124,1197,33.9899,1132,0.1121,2.25,1.4,1,0,28,260,0.973076923,1027.683794,712.0580019,-0.622308041,0.468122475,2723,426,0.995305164,5151,-2428,7,10,3,2,0,1,1,0,3,0,39,6,3
noun,2,2,2,2,1,0,16995862,120,2.352941176,282,7.3954,255,0.0284,109,3.5186,106,0.0045,451,12.8066,424,0.042,4.03,1.05,1,0,29,258,0.856589147,1152.466063,642.2479732,-0.437124068,0.584709926,13146,380,0.984210526,15113,-1967,6,10,2,1,0,1,0,0,0,0,0,10,4
noun,6,7,3,4,3,0,43931892,891,17.47058824,1947,51.0597,1751,0.1947,184,5.9397,182,0.0077,1445,41.0321,1362,0.1348,4.22,1.12,0.931034483,2,29,254,0.972440945,1012.319838,541.2366138,-0.576023104,0.609954752,2794,404,0.995049505,6058,-3264,8,10,3,1,0,1,0,0,0,0,0,12,3
noun,4,1,0,4,1,0,30275714,196,3.843137255,1180,30.9453,1002,0.1114,243,7.8442,236,0.01,728,20.6722,690,0.0683,3.21,1.5,1,0,29,264,0.973484848,1101.272374,718.001058,-0.489381071,0.66236023,2681,383,0.98694517,13737,-11056,8,11,3,2,0,1,1,0,1,0,2486,12,4
adjective,11,4,1,0,0,7,29782623,622,12.19607843,1125,29.5029,1066,0.1185,487,15.7207,481,0.0204,1800,51.1126,1721,0.1704,2.61,1.4,0.965517241,1,29,280,0.942857143,1027.685606,597.2420547,-0.581603666,0.582168063,5646,443,0.988713318,12476,-6830,5,9,2,1,0,1,0,0,0,0,0,2,3
noun,3,1,1,3,0,2,13436730,113,2.215686275,611,16.0234,561,0.0624,220,7.1018,219,0.0093,1074,30.4972,1028,0.1018,2.65,1.41,1,0,26,282,0.989361702,957.4910394,509.6897622,-0.650029902,0.455080277,897,429,0.997668998,1902,-1005,8,13,4,2,0,1,1,0,3,0,580,2,3
noun,2,4,0,2,1,0,5829725,1354,26.54901961,822,21.5568,716,0.0796,599,19.3362,564,0.0239,361,10.2509,351,0.0347,1.96,1.5,1,0,28,263,0.97338403,955.3789063,532.8751546,-0.684795835,0.516369067,2693,417,0.992805755,8537,-5844,7,11,3,1,0,1,0,0,0,0,0,3,4
noun,4,1,0,2,1,0,21539161,1208,23.68627451,1354,35.5084,1205,0.134,916,29.5692,856,0.0363,661,18.7697,586,0.058,4.97,0.18,1,0,31,227,0.991189427,885.7244444,387.8103879,-0.749780534,0.491404166,741,398,1,121,620,6,7,2,1,0,1,0,0,0,0,0,1,1
adjective,6,3,6,0,0,0,2087452,1096,21.49019608,558,14.6335,537,0.0597,363,11.7179,353,0.015,233,6.6162,224,0.0222,1.97,1.19,1,0,30,275,0.952727273,999.0916031,555.1178115,-0.588711216,0.595596444,4751,389,0.989717224,11875,-7124,9,12,4,2,0,1,1,0,4,0,872,6,3
noun,2,3,1,2,1,0,2464795,523,10.25490196,351,9.2049,339,0.0377,187,6.0365,182,0.0077,124,3.5211,124,0.0123,2.04,1.51,1,0,27,253,0.924901186,1011.042735,543.5035271,-0.602127849,0.469718987,7261,397,0.997481108,3278,3983,6,10,3,2,0,1,1,0,1,0,2486,6,4
adjective,1,4,1,0,0,0,3646794,37,0.725490196,240,6.294,232,0.0258,100,3.2281,100,0.0042,298,8.462,296,0.0293,1.76,1.15,1,0,29,265,0.894339623,1116.911392,726.7784649,-0.484430312,0.641051695,9957,409,0.995110024,5785,4172,10,12,3,2,1,1,0,3,0,111,0,10,4
verb,11,7,4,4,6,4,39897915,8330,163.3333333,4896,128.3967,4349,0.4836,20017,646.1642,19501,0.8263,2774,78.7702,2649,0.2622,2.54,1.5,1,0,28,234,0.978632479,888.5240175,401.1006957,-0.75121019,0.430712742,2081,402,0.990049751,11449,-9368,4,6,1,1,0,1,0,0,0,0,0,11,0
noun,2,5,1,2,2,0,5339587,669,13.11764706,181,4.7467,156,0.0173,45,1.4526,44,0.0019,287,8.1496,265,0.0262,4.83,0.38,1,0,29,257,0.828793774,1140.347418,626.1435436,-0.465792722,0.704637771,15511,405,0.985185185,14620,891,7,10,2,1,0,1,0,0,0,0,0,1,4
adjective,2,4,1,0,0,0,35813046,1306,25.60784314,2662,69.8105,2518,0.28,3707,119.6648,3677,0.1558,2842,80.7012,2750,0.2722,2.57,1.5,1,0,30,244,0.991803279,931.0165289,372.8121457,-0.731099399,0.509525775,614,385,0.997402597,3852,-3238,7,8,2,1,0,1,0,0,0,0,0,11,1
noun,5,5,5,5,4,0,52716319,2391,46.88235294,1940,50.8762,1761,0.1958,1425,46.0001,1396,0.0591,2540,72.1256,2401,0.2377,2.9,1.52,1,0,29,257,0.996108949,889.1523438,413.8399949,-0.740418158,0.516526364,161,355,1,502,-341,7,8,2,1,0,1,0,0,0,0,0,2,3
noun,5,4,3,3,2,0,10841486,5088,99.76470588,1455,38.1571,1388,0.1543,1310,42.2878,1266,0.0536,1328,37.7098,1272,0.1259,1.97,1,1,0,30,231,0.96969697,932.8035714,594.0359313,-0.691550822,0.636236341,3062,411,0.99756691,2612,450,7,11,2,2,1,1,0,3,0,111,0,31,0
verb,5,4,2,1,2,0,10841486,103,2.019607843,1455,38.1571,1388,0.1543,1310,42.2878,1266,0.0536,1328,37.7098,1272,0.1259,1.97,1,1,0,30,231,0.96969697,932.8035714,594.0359313,-0.691550822,0.636236341,3062,411,0.99756691,2612,450,7,11,2,2,1,1,0,3,0,111,0,31,3
noun,9,4,3,3,2,0,32428241,317,6.215686275,4629,121.3947,4119,0.458,2211,71.3728,2152,0.0912,2555,72.5515,2449,0.2424,3.82,1.22,1,0,28,236,0.991525424,856.534188,515.6689069,-0.770861616,0.583455995,684,387,1,244,440,3,7,1,1,0,1,0,0,0,0,0,8,2
verb,9,4,5,5,4,1,32428241,518,10.15686275,4629,121.3947,4119,0.458,2211,71.3728,2152,0.0912,2555,72.5515,2449,0.2424,3.82,1.22,1,0,28,236,0.991525424,856.534188,515.6689069,-0.770861616,0.583455995,684,387,1,244,440,3,7,1,1,0,1,0,0,0,0,0,8,2
adjective,3,4,2,0,0,0,25395056,151,2.960784314,1940,50.8762,1865,0.2074,837,27.019,831,0.0352,1379,39.158,1369,0.1355,3.03,1.45,1,0,29,221,0.990950226,918.1552511,469.1302352,-0.73328213,0.484742229,788,404,0.997524752,2934,-2146,5,8,1,1,0,1,0,0,0,0,0,8,3
noun,5,2,4,5,4,0,8996041,126,2.470588235,2504,65.667,2084,0.2317,87,2.8084,87,0.0037,1062,30.1565,885,0.0876,3.79,1.15,1,0,29,258,0.949612403,940.7102041,394.1609184,-0.678533694,0.392090147,5032,366,0.99726776,4401,631,7,11,2,2,0,1,1,0,3,0,98,8,2
noun,4,3,3,3,3,0,3599356,634,12.43137255,323,8.4706,278,0.0309,385,12.4281,378,0.016,358,10.1657,325,0.0322,3.88,1.28,0.962962963,1,27,266,0.853383459,1058.806167,645.2521956,-0.476071475,0.589000888,13410,387,0.994832041,6919,6491,3,6,1,1,0,1,0,0,0,0,0,3,4
noun,1,2,0,1,1,1,10643212,35,0.68627451,179,4.6942,169,0.0188,109,3.5186,109,0.0046,247,7.0138,231,0.0229,2.2,0.96,1,0,30,267,0.958801498,1045.644531,696.4599749,-0.571058042,0.703716641,4156,415,0.995180723,5546,-1390,8,13,4,2,0,1,1,0,3,0,580,12,4
noun,6,5,5,6,3,0,67315364,254,4.980392157,987,25.8839,897,0.0997,909,29.3432,891,0.0378,483,13.7152,458,0.0453,2.46,1.45,1,0,26,263,0.988593156,982.7692308,454.7913186,-0.616736348,0.506206673,955,423,0.990543735,10824,-9869,4,8,1,1,0,1,0,0,0,0,0,7,3
noun,16,2,8,9,8,0,161205740,1529,29.98039216,2432,63.7788,2098,0.2333,1928,62.2373,1881,0.0797,2706,76.8393,2483,0.2458,4.53,0.9,1,0,30,224,0.991071429,930.527027,513.6395259,-0.691239269,0.547980505,778,395,0.992405063,9428,-8650,5,9,2,1,0,1,0,0,0,0,0,3,0
verb,16,2,5,6,2,0,161205740,91,1.784313725,2432,63.7788,2098,0.2333,1928,62.2373,1881,0.0797,2706,76.8393,2483,0.2458,4.53,0.9,1,0,30,224,0.991071429,930.527027,513.6395259,-0.691239269,0.547980505,778,395,0.992405063,9428,-8650,5,9,2,1,0,1,0,0,0,0,0,3,3
adjective,7,7,3,0,0,1,57030009,928,18.19607843,3598,94.3569,3324,0.3696,898,28.9881,888,0.0376,2292,65.0834,2208,0.2186,2.31,1.23,1,0,26,228,0.973684211,921.3153153,524.9657947,-0.711237602,0.651972263,2648,400,0.9975,3137,-489,6,8,2,1,0,1,0,0,0,0,0,9,0
adjective,8,4,4,0,0,2,5033760,300,5.882352941,381,9.9917,371,0.0413,119,3.8414,115,0.0049,888,25.2156,880,0.0871,2.21,1.2,1,0,28,245,0.92244898,973.0221239,685.0599289,-0.628280484,0.690357792,7493,449,0.993318486,7866,-373,6,9,2,1,0,1,0,0,0,0,0,6,3
verb,3,1,2,2,2,0,21716962,47,0.921568627,140,3.6715,138,0.0153,38,1.2267,38,0.0016,137,3.8902,136,0.0135,2.55,1.43,1,0,29,252,0.972222222,1014.816327,575.9088709,-0.588314118,0.67161998,2828,399,0.997493734,3157,-329,6,12,3,1,0,1,0,0,0,0,0,4,3
noun,6,5,4,6,5,1,35660913,9526,186.7843137,8960,234.9744,8290,0.9218,6812,219.8966,6667,0.2825,3754,106.5982,3632,0.3595,1.61,1.1,0.965517241,1,29,200,0.99,884.7929293,367.515589,-0.661681123,0.516193512,878,395,0.997468354,3375,-2497,6,11,2,1,0,1,0,0,0,0,0,8,0
noun,2,4,1,2,1,0,5916698,87,1.705882353,428,11.2242,400,0.0445,286,9.2323,285,0.0121,936,26.5786,925,0.0916,2.5,1.58,1,0,28,271,0.911439114,1067.700405,511.6513351,-0.511395065,0.626164364,8419,422,1,1258,7161,8,13,3,2,0,1,1,0,3,0,39,8,4
noun,3,2,0,3,3,0,190205072,32603,639.2745098,11998,314.6454,9983,1.1101,11643,375.845,10942,0.4636,18134,514.9314,16704,1.6535,4.54,0.84,1,0,28,222,0.990990991,894.05,485.8987833,-0.760055852,0.610619102,785,394,0.997461929,3446,-2661,5,7,2,1,0,1,0,0,0,0,0,8,0
noun,8,3,5,6,5,0,43848202,375,7.352941176,561,14.7121,524,0.0583,319,10.2976,313,0.0133,828,23.5118,807,0.0799,3.65,1.35,1,0,26,273,0.981684982,924.7164179,450.6936828,-0.685710512,0.451374619,1728,357,0.99719888,4531,-2803,7,9,3,1,0,1,0,0,0,0,0,1,3
verb,8,3,1,2,1,0,43848202,294,5.764705882,561,14.7121,524,0.0583,319,10.2976,313,0.0133,828,23.5118,807,0.0799,3.65,1.35,1,0,26,273,0.981684982,924.7164179,450.6936828,-0.685710512,0.451374619,1728,357,0.99719888,4531,-2803,7,9,3,1,0,1,0,0,0,0,0,1,3
noun,2,2,2,1,1,0,3592443,243,4.764705882,233,6.1104,187,0.0208,129,4.1642,127,0.0054,108,3.0668,101,0.01,4.35,1.16,1,0,26,261,0.835249042,990.5779817,605.6693946,-0.629836061,0.52613041,14969,377,0.99469496,7320,7649,4,7,1,1,0,1,0,0,0,0,0,2,4
noun,4,1,1,2,2,0,9983383,1690,33.1372549,549,14.3974,475,0.0528,639,20.6274,603,0.0255,241,6.8434,214,0.0212,4.9,0.31,1,0,30,260,0.996153846,910.8803089,600.1008032,-0.73626217,0.580807385,150,402,0.997512438,3019,-2869,6,8,2,1,0,1,0,0,0,0,0,1,1
noun,3,2,1,3,1,0,3808505,141,2.764705882,151,3.9599,138,0.0153,150,4.8421,148,0.0063,117,3.3223,108,0.0107,2.69,1.54,1,0,29,252,0.94047619,1045.476793,559.9100227,-0.573605022,0.57346857,5879,452,1,784,5095,8,11,4,3,1,1,1,4,1,46,2486,18,4
noun,5,2,4,5,3,0,17605148,1950,38.23529412,1016,26.6444,906,0.1007,1011,32.6359,986,0.0418,503,14.2831,483,0.0478,3.72,1.31,1,0,29,211,0.995260664,919.6285714,441.6870606,-0.70194213,0.469378127,399,414,0.997584541,2446,-2047,7,9,2,1,0,1,0,0,0,0,0,14,3
noun,2,4,1,2,2,0,123027963,4848,95.05882353,9824,257.6327,8684,0.9657,6795,219.3478,6619,0.2804,13138,373.0654,12543,1.2416,4.2,0.96,1,0,30,304,0.980263158,935.4194631,444.2375247,-0.642209651,0.452954678,1882,384,0.994791667,7023,-5141,5,7,1,1,0,1,0,0,0,0,0,4,0
adjective,3,2,0,0,0,0,46198876,140,2.745098039,893,23.4188,847,0.0942,495,15.979,487,0.0206,1393,39.5555,1342,0.1328,3.57,1.53,1,0,28,278,0.978417266,1005.253676,625.6819792,-0.654038017,0.561110971,2095,419,0.997613365,2225,-130,7,9,2,2,0,1,1,0,2,0,2898,4,3
noun,3,3,2,3,2,0,4533122,117,2.294117647,175,4.5893,155,0.0172,105,3.3895,103,0.0044,391,11.1028,362,0.0358,4.58,0.87,0.99727474,16,5871,285,0.961403509,1087.040146,567.0303613,-0.52005414,0.597620446,3901,447,0.997762864,1633,2268,8,13,3,1,0,1,0,0,0,0,0,3,3
noun,3,4,3,3,2,0,11868381,1734,34,1577,41.3565,1494,0.1661,2211,71.3728,2175,0.0922,761,21.6093,740,0.0732,1.75,0.97,1,0,28,215,0.962790698,862.7004831,481.111221,-0.738959692,0.445810689,3781,382,0.997382199,3993,-212,4,7,1,1,0,1,0,0,0,0,0,6,2
noun,9,2,4,4,0,0,28374261,2487,48.76470588,2363,61.9693,1899,0.2112,1717,55.4261,1641,0.0695,780,22.1488,682,0.0675,4.9,0.31,1,0,29,224,0.986607143,905.1900452,525.6305219,-0.743673696,0.466419541,1208,413,0.995157385,5628,-4420,4,7,1,1,0,1,0,0,0,0,0,15,1
adjective,6,3,0,0,0,1,13643598,654,12.82352941,1389,36.4263,1224,0.1361,310,10.007,307,0.013,635,18.0314,615,0.0609,1.69,1.12,0.962962963,1,27,247,0.979757085,965.1735537,454.8103736,-0.620687476,0.585656023,1940,362,0.991712707,10331,-8391,5,9,2,1,0,1,0,0,0,0,0,8,3
noun,6,3,1,1,0,0,13643598,32,0.62745098,1389,36.4263,1224,0.1361,310,10.007,307,0.013,635,18.0314,615,0.0609,1.69,1.12,0.962962963,1,27,247,0.979757085,965.1735537,454.8103736,-0.620687476,0.585656023,1940,362,0.991712707,10331,-8391,5,9,2,1,0,1,0,0,0,0,0,8,3
noun,2,2,1,2,2,1,3346248,188,3.68627451,397,10.4113,350,0.0389,73,2.3565,69,0.0029,102,2.8964,96,0.0095,1.47,0.97,1,0,30,264,0.943181818,1032.13253,449.3624993,-0.567054479,0.462895869,5613,404,0.992574257,9039,-3426,8,11,4,2,0,1,1,0,3,0,580,8,4
adverb,5,3,1,0,0,2,1544771673,29364,575.7647059,92734,2431.9329,76587,8.5164,62994,2033.495,59971,2.541,88092,2501.4522,78356,7.7562,2.37,1.39,1,0,27,223,0.986547085,848.6363636,444.327232,-0.768117336,0.479269169,1214,425,1,45,1169,4,6,1,1,0,1,0,0,0,0,0,6,0
determiner,5,3,0,0,0,0,1544771673,36781,721.1960784,92734,2431.9329,76587,8.5164,62994,2033.495,59971,2.541,88092,2501.4522,78356,7.7562,2.37,1.39,1,0,27,223,0.986547085,848.6363636,444.327232,-0.768117336,0.479269169,1214,425,1,45,1169,4,6,1,1,0,1,0,0,0,0,0,6,0
adverb,1,2,1,0,0,0,11797770,63,1.235294118,442,11.5914,438,0.0487,20,0.6456,20,0.0008,328,9.3139,328,0.0325,2,1.28,0.965517241,1,29,275,0.916363636,1093.519841,475.4141868,-0.481604377,0.572580613,7973,411,0.96836983,20364,-12391,8,12,3,2,0,2,0,0,0,0,0,26,3
noun,4,6,4,4,0,1,53444032,22336,437.9607843,11938,313.072,10996,1.2227,26645,860.1212,25975,1.1006,7824,222.1696,7629,0.7552,3.44,1.5,1,0,27,265,0.988679245,993.0496183,593.9800439,-0.607857694,0.644704872,944,429,1,898,46,7,9,2,1,0,1,0,0,0,0,0,2,0
noun,2,1,0,1,1,0,74160962,301,5.901960784,508,13.3222,405,0.045,349,11.266,330,0.014,1778,50.4879,1536,0.152,3.14,1.56,1,0,28,290,0.765517241,1116.351351,617.8850828,-0.459007027,0.669169524,20674,381,0.989501312,12087,8587,8,11,2,1,0,1,0,0,0,0,0,3,3
noun,1,4,0,1,0,0,1969984,60,1.176470588,169,4.432,145,0.0161,24,0.7747,23,0.001,248,7.0422,223,0.0221,4.54,0.92,1,0,28,316,0.772151899,1196.221311,732.6319543,-0.364908321,0.656202915,20142,421,0.978622328,17341,2801,6,7,1,1,0,1,0,0,0,0,0,1,3
adverb,4,1,2,0,0,1,416210411,11668,228.7843137,39777,1043.1448,36125,4.0171,18428,594.8701,18032,0.764,34913,991.3863,33233,3.2896,2.38,1.59,1,0,29,235,0.987234043,996.2112069,685.1464679,-0.625854341,0.589078827,1133,438,1,362,771,4,9,1,1,0,1,0,0,0,0,0,19,0
