words,length_of_word,length_of_phonetics,num_of_syllables,num_of_morph,num_of_prefix,num_of_roots,num_of_suff,total_pref_length,total_suff_length,pref_famsize,suff_famsize,root_famsize,lowest_level
diversity,9,14,4,2,0,1,1,0,3,0,580,8,b2
division,8,10,3,2,0,1,1,0,3,0,1599,25,b2
divorce,7,9,2,1,0,1,0,0,0,0,0,2,b2
domestic,8,11,3,1,0,1,0,0,0,0,0,6,b2
dominant,8,11,3,2,0,1,1,0,3,0,464,14,b2
dominate,8,13,3,2,0,1,1,0,3,0,937,14,b2
donation,8,14,3,3,0,1,2,0,6,0,2536,13,b2
dot,3,6,1,1,0,1,0,0,0,0,0,5,b2
downtown,8,13,2,2,1,1,0,4,0,18,0,21,b2
downwards,9,12,#N/A,2,0,1,1,0,4,0,33,28,b2
dozen,5,8,2,1,0,1,0,0,0,0,0,1,b2
draft,5,9,1,1,0,1,0,0,0,0,0,4,b2
drag,4,7,1,1,0,1,0,0,0,0,0,3,b2
dramatic,8,11,3,2,0,1,1,0,2,0,1014,9,b2
dramatically,12,13,#N/A,3,0,1,2,0,4,0,3912,9,b2
drought,7,9,1,1,0,1,0,0,0,0,0,1,b2
dull,4,6,1,1,0,1,0,0,0,0,0,6,b2
dump,4,7,1,1,0,1,0,0,0,0,0,6,b2
duration,8,14,3,1,0,1,0,0,0,0,0,1,b2
dynamic,7,12,3,1,0,1,0,0,0,0,0,7,b2
economics,9,14,4,2,0,1,1,0,3,0,34,11,b2
economist,9,13,4,2,0,1,1,0,3,0,462,11,b2
edit,4,7,1,1,0,1,0,0,0,0,0,11,b2
edition,7,9,3,2,0,1,1,0,3,0,1599,11,b2
editorial,9,14,5,3,0,1,2,0,4,0,1720,11,b2
efficient,9,10,3,1,0,1,0,0,0,0,0,4,b2
efficiently,11,12,#N/A,2,0,1,1,0,2,0,2898,4,b2
elbow,5,9,2,1,0,1,0,0,0,0,0,2,b2
elderly,7,9,3,2,0,1,1,0,2,0,2898,4,b2
elect,5,8,1,1,0,1,0,0,0,0,0,28,b2
electronics,11,15,#N/A,3,0,1,2,0,5,0,54,28,b2
elegant,7,10,3,1,0,1,0,0,0,0,0,4,b2
elementary,10,14,5,1,0,1,0,0,0,0,0,1,b2
eliminate,9,14,4,3,1,1,1,1,3,96,937,4,b2
elsewhere,9,10,2,2,0,2,0,0,0,0,0,21,b2
embrace,7,11,2,1,0,1,0,0,0,0,0,1,b2
emerge,6,10,2,2,1,1,0,1,0,96,0,8,b2
emission,8,9,3,2,0,1,1,0,3,0,1599,2,b2
emotional,9,14,4,3,0,1,2,0,5,0,3030,12,b2
emotionally,11,15,#N/A,4,0,1,3,0,7,0,5928,12,b2
emphasis,8,11,3,1,0,1,0,0,0,0,0,2,b2
emphasize,9,#N/A,#N/A,1,0,1,0,0,0,0,0,2,b2
empire,6,11,2,1,0,1,0,0,0,0,0,12,b2
enable,6,12,3,2,1,1,0,2,0,148,0,11,b2
encounter,9,12,3,2,1,1,0,2,0,148,0,30,b2
engage,6,12,2,1,0,1,0,0,0,0,0,5,b2
enhance,7,10,2,1,0,1,0,0,0,0,0,2,b2
enjoyable,9,16,4,3,1,1,1,2,4,148,872,19,b2
ensure,6,8,2,2,1,1,0,2,0,148,0,24,b2
entertaining,12,15,#N/A,2,1,1,0,5,0,114,0,18,b2
enthusiasm,10,16,4,2,0,1,1,0,4,0,1,6,b2
enthusiastic,12,17,#N/A,3,0,1,2,0,6,0,1018,6,b2
entire,6,11,2,1,0,1,0,0,0,0,0,3,b2
entirely,8,13,3,2,0,1,1,0,2,0,2898,3,b2
entrepreneur,12,15,#N/A,1,0,1,0,0,0,0,0,2,b2
envelope,8,#N/A,#N/A,1,0,1,0,0,0,0,0,1,b2
equip,5,8,2,1,0,1,0,0,0,0,0,3,b2
equivalent,10,13,4,3,0,2,1,0,3,0,464,71,b2
era,3,8,2,1,0,1,0,0,0,0,0,1,b2
erupt,5,8,2,2,1,1,0,1,0,96,0,25,b2
essentially,11,13,#N/A,3,0,1,2,0,4,0,4329,7,b2
establish,9,11,3,1,0,1,0,0,0,0,0,5,b2
estate,6,10,2,1,0,1,0,0,0,0,0,1,b2
estimate,8,#N/A,#N/A,2,0,1,1,0,3,0,937,10,b2
ethic,5,7,2,1,0,1,0,0,0,0,0,4,b2
ethical,7,10,3,2,0,1,1,0,2,0,1431,4,b2
ethnic,6,8,2,2,0,1,1,0,2,0,1014,11,b2
evaluate,8,15,4,3,1,1,1,1,3,96,937,17,b2
evaluation,10,17,5,4,1,1,2,1,6,96,2536,17,b2
evident,7,10,3,1,0,1,0,0,0,0,0,2,b2
evil,4,9,2,1,0,1,0,0,0,0,0,3,b2
evolution,9,12,4,3,1,1,1,1,3,96,1599,18,b2
evolve,6,8,2,2,1,1,0,1,0,96,0,18,b2
examination,11,17,5,2,0,1,1,0,3,0,1599,6,b2
exceed,6,9,2,1,0,1,0,0,0,0,0,2,b2
exception,9,11,3,3,1,1,1,2,3,142,1599,48,b2
excessive,9,10,3,3,1,1,1,2,3,142,580,23,b2
exclude,7,11,2,2,1,1,0,2,0,142,0,19,b2
excuse,6,#N/A,#N/A,1,0,1,0,0,0,0,0,5,b2
executive,9,15,4,2,0,1,1,0,3,0,580,5,b2
exhibit,7,10,3,2,1,1,0,2,0,142,0,19,b2
existence,9,12,3,2,0,1,1,0,4,0,323,10,b2
exit,4,8,2,1,0,1,0,0,0,0,0,1,b2
exotic,6,10,3,2,0,1,1,0,2,0,1014,5,b2
expansion,9,12,3,2,0,1,1,0,3,0,1599,7,b2
expectation,11,16,#N/A,2,0,1,1,0,3,0,1599,10,b2
expense,7,10,2,1,0,1,0,0,0,0,0,5,b2
expertise,9,13,3,2,0,1,1,0,3,0,430,6,b2
exploit,7,#N/A,#N/A,1,0,1,0,0,0,0,0,5,b2
exploration,11,17,#N/A,2,0,1,1,0,3,0,1599,6,b2
expose,6,#N/A,#N/A,2,1,1,0,2,0,142,0,55,b2
exposure,8,12,3,3,1,1,1,2,3,142,98,55,b2
extend,6,10,2,2,1,1,0,2,0,142,0,20,b2
extension,9,12,3,3,1,1,1,2,3,142,1599,20,b2
extensive,9,12,3,3,1,1,1,2,3,142,580,20,b2
extensively,11,14,#N/A,4,1,1,2,2,5,142,3478,20,b2
extent,6,10,2,2,1,1,0,2,0,142,0,10,b2
external,8,13,3,3,1,1,1,2,2,142,1431,13,b2
extract,7,#N/A,#N/A,2,1,1,0,2,0,142,0,28,b2
extraordinary,13,16,5,3,1,1,1,5,3,13,356,22,b2
fabric,6,9,2,1,0,1,0,0,0,0,0,6,b2
fabulous,8,11,3,2,0,1,1,0,4,0,617,5,b2
facility,8,11,4,1,0,1,0,0,0,0,0,1,b2
failed,6,9,#N/A,1,0,1,0,0,0,0,0,5,b2
failure,7,11,2,2,0,1,1,0,3,0,98,5,b2
faith,5,8,1,1,0,1,0,0,0,0,0,11,b2
fake,4,8,1,1,0,1,0,0,0,0,0,2,b2
fame,4,8,1,1,0,1,0,0,0,0,0,8,b2
fantasy,7,11,3,1,0,1,0,0,0,0,0,6,b2
fare,4,7,1,1,0,1,0,0,0,0,0,8,b2
fault,5,7,1,1,0,1,0,0,0,0,0,11,b2
feather,7,7,2,1,0,1,0,0,0,0,0,6,b2
federal,7,11,3,2,0,1,1,0,2,0,1431,9,b2
fee,3,6,1,1,0,1,0,0,0,0,0,1,b2
feedback,8,10,2,2,0,2,0,0,0,0,0,77,b2
fellow,6,9,2,1,0,1,0,0,0,0,0,6,b2
fever,5,8,2,1,0,1,0,0,0,0,0,4,b2
finance,7,11,1,1,0,1,0,0,0,0,0,5,b2
finding,7,11,2,1,0,1,0,0,0,0,0,7,b2
firework,8,13,2,2,0,2,0,0,0,0,0,136,b2
firm,4,7,1,1,0,1,0,0,0,0,0,16,b2
firmly,6,9,2,2,0,1,1,0,2,0,2898,16,b2
flame,5,9,1,1,0,1,0,0,0,0,0,11,b2
flash,5,7,1,1,0,1,0,0,0,0,0,13,b2
flavour,7,10,#N/A,1,0,1,0,0,0,0,0,2,b2
flexible,8,13,3,2,0,1,1,0,4,0,872,11,b2
float,5,9,1,1,0,1,0,0,0,0,0,5,b2
folding,7,11,#N/A,1,0,1,0,0,0,0,0,10,b2
fond,4,7,1,1,0,1,0,0,0,0,0,5,b2
fool,4,7,1,1,0,1,0,0,0,0,0,11,b2
forbid,6,8,2,1,0,1,0,0,0,0,0,3,b2
forecast,8,11,2,2,1,1,0,4,0,63,0,21,b2
forgive,7,8,2,1,0,1,0,0,0,0,0,7,b2
format,6,9,2,1,0,1,0,0,0,0,0,1,b2
formation,9,13,3,2,0,1,1,0,3,0,1599,44,b2
former,6,8,2,1,0,1,0,0,0,0,0,2,b2
formerly,8,10,3,2,0,1,1,0,2,0,2898,2,b2
fortunate,9,13,3,2,0,1,1,0,3,0,937,6,b2
fortune,7,12,2,1,0,1,0,0,0,0,0,6,b2
forum,5,9,2,1,0,1,0,0,0,0,0,1,b2
fossil,6,9,2,1,0,1,0,0,0,0,0,4,b2
found,5,9,1,1,0,1,0,0,0,0,0,10,b2
foundation,10,15,2,2,0,1,1,0,3,0,1599,10,b2
founder,7,10,2,2,0,1,1,0,2,0,2274,10,b2
fraction,8,10,2,2,0,1,1,0,3,0,1599,17,b2
fragment,8,#N/A,#N/A,1,0,1,0,0,0,0,0,5,b2
framework,9,13,2,2,0,2,0,0,0,0,0,91,b2
fraud,5,8,1,1,0,1,0,0,0,0,0,5,b2
freedom,7,10,2,2,0,1,1,0,3,0,18,28,b2
freely,6,9,2,2,0,1,1,0,2,0,2898,28,b2
frequency,9,13,3,2,0,1,1,0,1,0,2486,2,b2
frequent,8,#N/A,#N/A,1,0,1,0,0,0,0,0,5,b2
fulfil,6,9,#N/A,1,0,1,0,0,0,0,0,2,b2
fully,5,7,2,2,0,1,1,0,1,0,2486,11,b2
fund,4,7,1,1,0,1,0,0,0,0,0,2,b2
fundamental,11,16,4,2,0,1,1,0,2,0,1431,6,b2
fundamentally,13,17,#N/A,3,0,1,2,0,4,0,4329,6,b2
funding,7,9,#N/A,1,0,1,0,0,0,0,0,2,b2
furious,7,11,3,2,0,1,1,0,4,0,617,5,b2
furthermore,11,12,3,2,0,2,0,0,0,0,0,10,b2
gain,4,8,1,1,0,1,0,0,0,0,0,8,b2
gaming,6,10,2,1,0,1,0,0,0,0,0,7,b2
gang,4,6,1,1,0,1,0,0,0,0,0,5,b2
gay,3,7,1,1,0,1,0,0,0,0,0,7,b2
gender,6,10,2,1,0,1,0,0,0,0,0,2,b2
gene,4,9,1,1,0,1,0,0,0,0,0,35,b2
generate,8,15,3,2,0,1,1,0,3,0,937,20,b2
genetic,7,12,3,2,0,1,1,0,2,0,1014,35,b2
genius,6,12,2,2,0,1,1,0,2,0,27,8,b2
genre,5,8,2,1,0,1,0,0,0,0,0,1,b2
genuine,7,13,3,1,0,1,0,0,0,0,0,3,b2
genuinely,9,15,4,2,0,1,1,0,2,0,2898,3,b2
gesture,7,12,2,1,0,1,0,0,0,0,0,1,b2
gig,3,6,1,1,0,1,0,0,0,0,0,1,b2
globe,5,9,1,1,0,1,0,0,0,0,0,7,b2
golden,6,11,2,2,0,1,1,0,2,0,204,7,b2
goodness,8,9,2,2,0,1,1,0,4,0,1243,13,b2
gorgeous,8,11,2,1,0,1,0,0,0,0,0,3,b2
govern,6,8,2,1,0,1,0,0,0,0,0,14,b2
governor,8,9,3,2,0,1,1,0,2,0,289,14,b2
grab,4,7,1,1,0,1,0,0,0,0,0,3,b2
gradually,9,15,4,2,0,1,1,0,2,0,2898,4,b2
grand,5,8,1,1,0,1,0,0,0,0,0,24,b2
grant,5,9,1,1,0,1,0,0,0,0,0,1,b2
graphic,7,9,2,2,0,1,1,0,2,0,1014,116,b2
graphics,8,10,2,2,0,1,1,0,3,0,34,116,b2
greatly,7,11,2,2,0,1,1,0,2,0,2898,6,b2
greenhouse,10,13,2,2,0,2,0,0,0,0,0,109,b2
grocery,7,12,3,2,0,1,1,0,1,0,2486,4,b2
guarantee,9,13,3,2,0,1,1,0,2,0,48,3,b2
habitat,7,11,3,2,0,1,1,0,2,0,8,17,b2
handle,6,10,2,1,0,1,0,0,0,0,0,10,b2
harbour,7,8,#N/A,1,0,1,0,0,0,0,0,3,b2
harm,4,7,1,1,0,1,0,0,0,0,0,6,b2
harmful,7,11,2,2,0,1,1,0,3,0,343,6,b2
headquarters,12,13,#N/A,2,0,2,0,0,0,0,0,107,b2
heal,4,7,1,1,0,1,0,0,0,0,0,2,b2
hearing,7,10,2,1,0,1,0,0,0,0,0,6,b2
heaven,6,8,2,1,0,1,0,0,0,0,0,3,b2
heel,4,7,1,1,0,1,0,0,0,0,0,2,b2
hell,4,6,1,1,0,1,0,0,0,0,0,6,b2
helmet,6,9,2,1,0,1,0,0,0,0,0,1,b2
hence,5,7,1,1,0,1,0,0,0,0,0,3,b2
herb,4,7,1,1,0,1,0,0,0,0,0,7,b2
hesitate,8,13,3,2,0,1,1,0,3,0,937,9,b2
hidden,6,8,2,2,0,1,1,0,2,0,204,8,b2
highway,7,11,2,2,0,2,0,0,0,0,0,87,b2
hilarious,9,13,4,2,0,1,1,0,4,0,617,4,b2
hip,3,6,1,1,0,1,0,0,0,0,0,3,b2
historian,9,14,4,3,0,1,2,0,4,0,2660,13,b2
hollow,6,9,2,1,0,1,0,0,0,0,0,5,b2
holy,4,9,2,1,0,1,0,0,0,0,0,9,b2
homeless,8,11,2,2,0,1,1,0,4,0,368,29,b2
honesty,7,9,3,2,0,1,1,0,1,0,2486,6,b2
honour,6,6,#N/A,1,0,1,0,0,0,0,0,11,b2
hook,4,6,1,1,0,1,0,0,0,0,0,10,b2
hopefully,9,12,3,3,0,1,2,0,5,0,3241,7,b2
household,9,14,2,2,0,2,0,0,0,0,0,121,b2
housing,7,10,2,1,0,1,0,0,0,0,0,91,b2
humorous,8,12,3,2,0,1,1,0,4,0,617,4,b2
humour,6,9,#N/A,1,0,1,0,0,0,0,0,4,b2
hunger,6,8,2,1,0,1,0,0,0,0,0,1,b2
hunting,7,9,2,1,0,1,0,0,0,0,0,9,b2
hypothesis,10,15,4,3,1,1,1,4,3,19,39,11,b2
icon,4,9,2,1,0,1,0,0,0,0,0,4,b2
id,2,10,2,1,0,1,0,0,0,0,0,1,b2
identical,9,15,4,3,0,1,2,0,4,0,2445,7,b2
illusion,8,10,3,2,0,1,1,0,3,0,1599,7,b2
illustrate,10,14,3,1,0,1,0,0,0,0,0,4,b2
illustration,12,16,#N/A,2,0,1,1,0,3,0,1599,4,b2
imagination,11,18,#N/A,2,0,1,1,0,3,0,1599,8,b2
immigration,11,15,#N/A,4,1,1,2,2,6,358,2536,13,b2
immune,6,9,2,1,0,1,0,0,0,0,0,5,b2
impatient,9,13,3,2,1,1,0,2,0,658,0,5,b2
implement,9,#N/A,#N/A,2,1,1,0,2,0,358,0,7,b2
implication,11,16,#N/A,4,1,2,2,2,1599,358,0.01961996,957,b2
imply,5,10,2,1,0,1,0,0,0,0,0,1,b2
impose,6,10,2,2,1,1,0,2,0,358,0,55,b2
impress,7,#N/A,#N/A,2,1,1,0,2,0,358,0,73,b2
impressed,9,10,#N/A,2,1,1,0,2,0,358,0,73,b2
incentive,9,11,3,1,0,1,0,0,0,0,0,2,b2
inch,4,8,1,1,0,1,0,0,0,0,0,1,b2
incident,8,11,3,2,0,1,1,0,3,0,464,4,b2
income,6,8,2,2,1,1,0,2,0,358,0,17,b2
incorporate,11,#N/A,#N/A,3,1,1,1,2,3,658,937,12,b2
incorrect,9,11,3,2,1,1,0,2,0,658,0,14,b2
increasingly,12,14,#N/A,3,1,1,1,2,2,358,2898,4,b2
independence,12,15,4,4,2,1,1,4,4,933,323,34,b2
index,5,9,2,1,0,1,0,0,0,0,0,2,b2
indication,10,15,4,2,0,1,1,0,3,0,1599,6,b2
industrial,10,13,4,2,0,1,1,0,2,0,1431,10,b2
inevitable,10,14,5,2,1,1,0,2,0,658,0,3,b2
inevitably,10,13,5,3,1,1,1,2,1,658,2486,3,b2
infection,9,11,3,3,1,1,1,2,3,358,1599,59,b2
infer,5,8,2,1,0,1,0,0,0,0,0,4,b2
inflation,9,13,3,3,1,1,1,2,3,358,1599,12,b2
info,4,9,2,1,0,1,0,0,0,0,0,1,b2
inform,6,9,2,1,0,1,0,0,0,0,0,10,b2
infrastructure,14,18,4,3,1,1,1,5,3,2,98,36,b2
inhabitant,10,13,4,3,1,1,1,2,3,358,464,17,b2
inherit,7,10,3,2,1,1,0,2,0,358,0,10,b2
initial,7,10,3,2,0,1,1,0,2,0,1431,7,b2
initially,9,12,4,3,0,1,2,0,4,0,4329,7,b2
initiative,10,14,5,3,0,1,2,0,6,0,581,7,b2
ink,3,6,1,1,0,1,0,0,0,0,0,9,b2
inner,5,6,2,2,0,1,1,0,2,0,2274,4,b2
innovation,10,14,4,2,0,1,1,0,3,0,1599,4,b2
innovative,10,14,4,2,0,1,1,0,3,0,580,4,b2
input,5,8,2,2,1,1,0,2,0,358,0,7,b2
inquiry,7,14,3,3,1,1,1,2,1,358,2486,26,b2
insert,6,#N/A,#N/A,1,0,1,0,0,0,0,0,2,b2
insight,7,10,2,2,1,1,0,2,0,358,0,21,b2
insist,6,9,2,2,1,1,0,2,0,358,0,34,b2
inspector,9,11,3,3,1,1,1,2,2,358,289,26,b2
inspire,7,12,2,2,1,1,0,2,0,358,0,17,b2
install,7,10,2,2,1,1,0,2,0,358,0,7,b2
installation,12,16,4,3,1,1,1,2,3,358,1599,7,b2
instance,8,10,2,1,0,1,0,0,0,0,0,2,b2
instant,7,10,2,1,0,1,0,0,0,0,0,2,b2
instantly,9,12,3,2,0,1,1,0,2,0,2898,2,b2
institute,9,14,3,2,1,1,0,2,0,358,0,26,b2
institution,11,16,4,3,1,1,1,2,3,358,1599,26,b2
insurance,9,12,2,3,1,1,1,2,4,358,323,24,b2
integrate,9,14,3,2,0,1,1,0,3,0,937,10,b2
intellectual,12,19,5,2,0,1,1,0,2,0,1431,4,b2
intended,8,11,3,2,1,1,0,2,0,358,0,20,b2
intense,7,9,2,1,0,1,0,0,0,0,0,8,b2
interact,8,12,3,2,1,1,0,5,0,114,0,59,b2
interaction,11,14,#N/A,3,1,1,1,5,3,114,1599,59,b2
internal,8,12,3,3,1,1,1,2,2,358,1431,13,b2
interpret,9,12,3,1,0,1,0,0,0,0,0,9,b2
interpretation,14,19,5,2,0,1,1,0,3,0,1599,9,b2
interrupt,9,12,3,2,1,1,0,5,0,114,0,25,b2
interval,8,11,3,1,0,1,0,0,0,0,0,1,b2
invade,6,10,2,1,0,1,0,0,0,0,0,4,b2
invasion,8,12,3,2,0,1,1,0,3,0,1599,4,b2
investigation,13,18,#N/A,2,0,1,1,0,3,0,1599,5,b2
investment,10,13,3,3,1,1,1,2,4,358,288,9,b2
investor,8,10,3,3,1,1,1,2,2,358,289,9,b2
isolate,7,#N/A,#N/A,1,0,1,0,0,0,0,0,5,b2
isolated,8,16,4,1,0,1,0,0,0,0,0,5,b2
jail,4,10,1,1,0,1,0,0,0,0,0,3,b2
jet,3,8,1,1,0,1,0,0,0,0,0,3,b2
joint,5,11,1,2,0,1,1,0,1,0,49,15,b2
journalism,10,16,3,3,0,1,2,0,5,0,1702,10,b2
joy,3,9,1,1,0,1,0,0,0,0,0,19,b2
judgement,9,14,#N/A,2,0,1,1,0,4,0,288,8,b2
junior,6,11,2,1,0,1,0,0,0,0,0,1,b2
jury,4,10,2,2,0,1,1,0,1,0,2486,20,b2
justice,7,11,2,2,0,1,1,0,3,0,16,22,b2
justify,7,15,3,2,0,1,1,0,3,0,153,22,b2
kit,3,6,1,1,0,1,0,0,0,0,0,1,b2
labour,6,9,2,1,0,1,0,0,0,0,0,16,b2
ladder,6,7,2,1,0,1,0,0,0,0,0,2,b2
landing,7,9,2,1,0,1,0,0,0,0,0,59,b2
landscape,9,13,2,2,0,2,0,0,0,0,0,64,b2
lane,4,8,1,1,0,1,0,0,0,0,0,1,b2
largely,7,11,2,2,0,1,1,0,2,0,2898,7,b2
lately,6,10,2,2,0,1,1,0,2,0,2898,8,b2
launch,6,10,1,1,0,1,0,0,0,0,0,2,b2
leadership,10,12,3,3,0,1,2,0,6,0,2350,10,b2
leaflet,7,10,2,2,0,1,1,0,3,0,14,12,b2
league,6,7,1,1,0,1,0,0,0,0,0,2,b2
lean,4,7,1,1,0,1,0,0,0,0,0,5,b2
legend,6,11,2,1,0,1,0,0,0,0,0,2,b2
lens,4,#N/A,#N/A,1,0,1,0,0,0,0,0,1,b2
licence,7,11,#N/A,1,0,1,0,0,0,0,0,4,b2
lifetime,8,13,2,2,0,2,0,0,0,0,0,63,b2
lighting,8,10,2,1,0,1,0,0,0,0,0,45,b2
likewise,8,13,2,2,0,1,1,0,4,0,19,74,b2
limitation,10,15,4,2,0,1,1,0,3,0,1599,12,b2
limited,7,10,3,1,0,1,0,0,0,0,0,12,b2
literally,9,12,4,3,0,1,2,0,4,0,4329,22,b2
literary,8,11,4,2,0,1,1,0,3,0,356,22,b2
litre,5,8,#N/A,1,0,1,0,0,0,0,0,3,b2
litter,6,7,2,1,0,1,0,0,0,0,0,5,b2
lively,6,10,2,2,0,1,1,0,2,0,2898,14,b2
load,4,8,1,1,0,1,0,0,0,0,0,15,b2
loan,4,8,1,1,0,1,0,0,0,0,0,2,b2
logical,7,13,3,2,0,1,1,0,2,0,1431,10,b2
loose,5,7,1,1,0,1,0,0,0,0,0,10,b2
lord,4,7,1,1,0,1,0,0,0,0,0,10,b2
lottery,7,9,3,1,0,1,0,0,0,0,0,1,b2
lower,5,#N/A,#N/A,2,0,1,1,0,2,0,2274,15,b2
loyal,5,10,2,1,0,1,0,0,0,0,0,7,b2
lung,4,6,1,1,0,1,0,0,0,0,0,3,b2
lyric,5,8,2,1,0,1,0,0,0,0,0,5,b2
magnificent,11,14,4,2,0,1,1,0,3,0,464,3,b2
maintain,8,13,2,1,0,1,0,0,0,0,0,3,b2
majority,8,14,4,2,0,1,1,0,3,0,580,3,b2
making,6,10,2,1,0,1,0,0,0,0,0,40,b2
manufacture,11,17,4,3,0,2,1,0,3,0,98,30,b2
manufacturing,13,20,#N/A,3,0,2,1,0,3,0,98,30,b2
marathon,8,10,3,1,0,1,0,0,0,0,0,1,b2
margin,6,11,2,1,0,1,0,0,0,0,0,3,b2
marker,6,8,2,2,0,1,1,0,2,0,2274,29,b2
martial,7,10,2,1,0,1,0,0,0,0,0,2,b2
mass,4,6,1,1,0,1,0,0,0,0,0,7,b2
massive,7,8,2,2,0,1,1,0,3,0,580,7,b2
master,6,9,2,1,0,1,0,0,0,0,0,29,b2
matching,8,10,#N/A,1,0,1,0,0,0,0,0,13,b2
mate,4,#N/A,#N/A,1,0,1,0,0,0,0,0,16,b2
maximum,7,11,3,2,0,1,1,0,3,0,39,7,b2
mayor,5,7,1,1,0,1,0,0,0,0,0,4,b2
means,5,8,1,1,0,1,0,0,0,0,0,14,b2
measurement,11,11,3,2,0,1,1,0,4,0,288,9,b2
mechanic,8,10,3,2,0,1,1,0,2,0,1014,11,b2
mechanical,10,13,4,3,0,1,2,0,4,0,2445,11,b2
mechanism,9,13,3,2,0,1,1,0,3,0,271,11,b2
medal,5,9,2,1,0,1,0,0,0,0,0,3,b2
medication,10,15,4,3,0,1,2,0,6,0,2536,8,b2
melt,4,7,1,1,0,1,0,0,0,0,0,2,b2
membership,10,12,3,2,0,1,1,0,4,0,76,5,b2
memorable,9,13,4,2,0,1,1,0,4,0,872,11,b2
metaphor,8,11,3,2,1,1,0,4,0,15,0,6,b2
military,8,11,4,2,0,1,1,0,3,0,356,7,b2
miner,5,9,2,2,0,1,1,0,2,0,2274,10,b2
mineral,7,11,3,1,0,1,0,0,0,0,0,6,b2
minimum,7,10,3,2,0,1,1,0,3,0,39,6,b2
minister,8,10,3,1,0,1,0,0,0,0,0,12,b2
minor,5,9,2,1,0,1,0,0,0,0,0,2,b2
minority,8,13,4,2,0,1,1,0,3,0,580,2,b2
miserable,9,12,4,2,0,1,1,0,4,0,872,6,b2
mission,7,8,2,1,0,1,0,0,0,0,0,2,b2
mixed,5,8,1,1,0,1,0,0,0,0,0,8,b2
mode,4,8,1,1,0,1,0,0,0,0,0,7,b2
modest,6,9,2,1,0,1,0,0,0,0,0,6,b2
modify,6,12,3,1,0,1,0,0,0,0,0,4,b2
monitor,7,9,3,1,0,1,0,0,0,0,0,1,b2
monster,7,9,2,1,0,1,0,0,0,0,0,14,b2
monthly,7,9,2,2,0,1,1,0,2,0,2898,4,b2
monument,8,13,3,1,0,1,0,0,0,0,0,3,b2
moral,5,9,2,1,0,1,0,0,0,0,0,8,b2
moreover,8,12,3,2,0,2,0,0,0,0,0,26,b2
mortgage,8,11,2,1,0,1,0,0,0,0,0,3,b2
mosque,6,7,1,1,0,1,0,0,0,0,0,1,b2
motion,6,10,2,1,0,1,0,0,0,0,0,5,b2
motivate,8,15,3,2,0,1,1,0,3,0,937,6,b2
motivation,10,17,4,2,0,1,1,0,3,0,1599,6,b2
motor,5,9,2,1,0,1,0,0,0,0,0,12,b2
mount,5,9,1,1,0,1,0,0,0,0,0,12,b2
moving,6,9,2,1,0,1,0,0,0,0,0,17,b2
multiple,8,12,3,1,0,1,0,0,0,0,0,1,b2
multiply,8,#N/A,#N/A,2,1,1,0,5,0,17,0,10,b2
mysterious,10,14,4,3,0,1,2,0,7,0,973,12,b2
myth,4,6,1,1,0,1,0,0,0,0,0,9,b2
naked,5,10,2,1,0,1,0,0,0,0,0,3,b2
nasty,5,9,2,1,0,1,0,0,0,0,0,5,b2
navigation,10,15,4,3,0,1,2,0,6,0,2536,9,b2
nearby,6,11,2,2,0,2,0,0,0,0,0,19,b2
neat,4,7,1,1,0,1,0,0,0,0,0,5,b2
necessity,9,11,4,2,0,1,1,0,3,0,580,8,b2
negotiate,9,16,4,2,0,1,1,0,3,0,937,4,b2
negotiation,11,18,#N/A,3,0,1,2,0,6,0,2536,4,b2
nerve,5,7,1,1,0,1,0,0,0,0,0,9,b2
neutral,7,12,2,2,0,1,1,0,2,0,1431,9,b2
nevertheless,12,13,4,3,0,3,0,0,0,0,0,43,b2
newly,5,9,2,2,0,1,1,0,2,0,2898,46,b2
nightmare,9,12,2,2,0,2,0,0,0,0,0,34,b2
norm,4,7,1,1,0,1,0,0,0,0,0,14,b2
notebook,8,11,2,2,0,2,0,0,0,0,0,74,b2
notion,6,10,2,1,0,1,0,0,0,0,0,2,b2
novelist,8,12,3,2,0,1,1,0,3,0,462,7,b2
nowadays,8,14,3,3,0,3,0,0,0,0,0,40,b2
numerous,8,12,3,2,0,1,1,0,4,0,617,17,b2
nursing,7,9,#N/A,1,0,1,0,0,0,0,0,5,b2
nutrition,9,13,3,2,0,1,1,0,3,0,1599,8,b2
obesity,7,14,4,2,0,1,1,0,3,0,580,2,b2
obey,4,10,2,1,0,1,0,0,0,0,0,3,b2
objective,9,13,3,3,1,1,1,2,3,25,580,36,b2
obligation,10,15,4,2,0,1,1,0,3,0,1599,4,b2
observation,11,14,4,2,0,1,1,0,3,0,1599,13,b2
observe,7,9,2,1,0,1,0,0,0,0,0,13,b2
observer,8,10,3,2,0,1,1,0,2,0,2274,13,b2
obstacle,8,12,3,1,0,1,0,0,0,0,0,1,b2
obtain,6,10,2,2,1,1,0,2,0,25,0,18,b2
occasionally,12,15,#N/A,3,0,1,2,0,4,0,4329,3,b2
occupation,10,15,4,2,0,1,1,0,3,0,1599,10,b2
occupy,6,12,3,1,0,1,0,0,0,0,0,10,b2
offence,7,#N/A,#N/A,1,0,1,0,0,0,0,0,2,b2
offend,6,8,2,1,0,1,0,0,0,0,0,2,b2
offender,8,9,3,2,0,1,1,0,2,0,2274,2,b2
